taxonKey,acceptedScientificName,Classification,Description,n_climate,n_totaal,perc_climate
2874497,Bryonia alba,Csa,Hot-summer Mediterranean climate,12,2664,0.0045045045045045045
2874497,Bryonia alba,Csb,Warm-summer Mediterranean climate,2,2664,7.507507507507507e-4
5384047,Opuntia humifusa,Cfa,Humid subtropical climate,1385,2710,0.511070110701107
7219420,Opuntia humifusa,BSk,Cold semi-arid (steppe) climate,70,2710,0.025830258302583026
2749912,Gladiolus illyricus,Csa,Hot-summer Mediterranean climate,617,2356,0.26188455008488964
2749912,Gladiolus illyricus,BSk,Cold semi-arid (steppe) climate,1170,2356,0.4966044142614601
2749912,Gladiolus illyricus,Cfb,Temperate oceanic climate,226,2356,0.09592529711375213
2749912,Gladiolus illyricus,Cfa,Humid subtropical climate,29,2356,0.01230899830220713
2749912,Gladiolus illyricus,Csb,Warm-summer Mediterranean climate,184,2356,0.07809847198641766
5384047,Opuntia humifusa,Cfb,Temperate oceanic climate,208,2710,0.07675276752767528
7219420,Opuntia humifusa,Dfb,Warm-summer humid continental climate,143,2710,0.05276752767527675
5384047,Opuntia humifusa,Dfa,Hot-summer humid continental climate,718,2710,0.2649446494464945
5384047,Opuntia humifusa,Csa,Hot-summer Mediterranean climate,71,2710,0.026199261992619925
2749912,Gladiolus illyricus,NA,NA,34,2356,0.014431239388794566
5384047,Opuntia humifusa,NA,NA,69,2710,0.025461254612546124
5384047,Opuntia humifusa,Am,Tropical monsoon climate,14,2710,0.0051660516605166054
5384047,Opuntia humifusa,ET,Tundra,7,2710,0.0025830258302583027
5384047,Opuntia humifusa,Af,Tropical rainforest climate,7,2710,0.0025830258302583027
5384047,Opuntia humifusa,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,1,2710,3.6900369003690036e-4
5384047,Opuntia humifusa,Csb,Warm-summer Mediterranean climate,5,2710,0.0018450184501845018
2749912,Gladiolus illyricus,Dfb,Warm-summer humid continental climate,8,2356,0.003395585738539898
5384047,Opuntia humifusa,BWh,Hot deserts climate,2,2710,7.380073800738007e-4
5384047,Opuntia humifusa,BSh,Hot semi-arid (steppe) climate,3,2710,0.001107011070110701
7279716,Opuntia humifusa,Dfc,Subarctic climate,2,2710,7.380073800738007e-4
2749912,Gladiolus illyricus,BWk,Cold desert climate,53,2356,0.022495755517826826
2749912,Gladiolus illyricus,BWh,Hot deserts climate,24,2356,0.010186757215619695
2749912,Gladiolus illyricus,Dsb,"Warm, dry-summer continental climate",1,2356,4.2444821731748726e-4
2749912,Gladiolus illyricus,Dsa,"Hot, dry-summer continental climate",1,2356,4.2444821731748726e-4
5384047,Opuntia humifusa,Aw,"Tropical savanna, wet",5,2710,0.0018450184501845018
2749912,Gladiolus illyricus,BSh,Hot semi-arid (steppe) climate,9,2356,0.0038200339558573855
5555442,Myriophyllum crispatum,Cfb,Temperate oceanic climate,599,2051,0.29205265724037055
5555442,Myriophyllum crispatum,Csa,Hot-summer Mediterranean climate,36,2051,0.017552413456850317
5555442,Myriophyllum crispatum,Csb,Warm-summer Mediterranean climate,121,2051,0.05899561189663579
5555442,Myriophyllum crispatum,Cfa,Humid subtropical climate,171,2051,0.083373963920039
5555442,Myriophyllum crispatum,BSk,Cold semi-arid (steppe) climate,1017,2051,0.49585568015602144
5555442,Myriophyllum crispatum,BSh,Hot semi-arid (steppe) climate,87,2051,0.0424183325207216
5555442,Myriophyllum crispatum,Cwa,Monsoon-influenced humid subtropical climate,3,2051,0.0014627011214041932
5555442,Myriophyllum crispatum,Aw,"Tropical savanna, wet",1,2051,4.8756704046806434e-4
5555442,Myriophyllum crispatum,BWk,Cold desert climate,14,2051,0.006825938566552901
5555442,Myriophyllum crispatum,NA,NA,2,2051,9.751340809361287e-4
3152707,Abelmoschus esculentus,Am,Tropical monsoon climate,94,1180,0.07966101694915254
3152708,Abelmoschus esculentus,Aw,"Tropical savanna, wet",588,1180,0.49830508474576274
3172407,Utricularia gibba,Cfa,Humid subtropical climate,734,3260,0.22515337423312884
3172407,Utricularia gibba,Cfb,Temperate oceanic climate,322,3260,0.09877300613496932
3172407,Utricularia gibba,Dfb,Warm-summer humid continental climate,466,3260,0.14294478527607363
3172407,Utricularia gibba,Dfa,Hot-summer humid continental climate,153,3260,0.04693251533742331
3172407,Utricularia gibba,BSh,Hot semi-arid (steppe) climate,148,3260,0.04539877300613497
3172407,Utricularia gibba,Af,Tropical rainforest climate,153,3260,0.04693251533742331
3172407,Utricularia gibba,Am,Tropical monsoon climate,194,3260,0.05950920245398773
3172407,Utricularia gibba,NA,NA,78,3260,0.02392638036809816
3172407,Utricularia gibba,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,101,3260,0.03098159509202454
3172407,Utricularia gibba,Aw,"Tropical savanna, wet",712,3260,0.2184049079754601
3172407,Utricularia gibba,Csb,Warm-summer Mediterranean climate,70,3260,0.02147239263803681
3152707,Abelmoschus esculentus,NA,NA,7,1180,0.005932203389830509
3152707,Abelmoschus esculentus,Cfa,Humid subtropical climate,181,1180,0.15338983050847457
3172407,Utricularia gibba,Cwa,Monsoon-influenced humid subtropical climate,38,3260,0.011656441717791411
3172407,Utricularia gibba,Csa,Hot-summer Mediterranean climate,35,3260,0.010736196319018405
4087693,Utricularia gibba,BWh,Hot deserts climate,16,3260,0.0049079754601227
3152707,Abelmoschus esculentus,Cwa,Monsoon-influenced humid subtropical climate,46,1180,0.03898305084745763
3152707,Abelmoschus esculentus,BSh,Hot semi-arid (steppe) climate,54,1180,0.04576271186440678
3152708,Abelmoschus esculentus,Dfb,Warm-summer humid continental climate,8,1180,0.006779661016949152
3152707,Abelmoschus esculentus,BWh,Hot deserts climate,17,1180,0.01440677966101695
3152708,Abelmoschus esculentus,BSk,Cold semi-arid (steppe) climate,18,1180,0.015254237288135594
3172407,Utricularia gibba,Dsc,Dry-summer regular subarctic climate,1,3260,3.0674846625766873e-4
3172407,Utricularia gibba,As,Tropical dry savanna climate,32,3260,0.0098159509202454
3172407,Utricularia gibba,Cfc,Subpolar oceanic climate,2,3260,6.134969325153375e-4
3152707,Abelmoschus esculentus,Csa,Hot-summer Mediterranean climate,17,1180,0.01440677966101695
3152708,Abelmoschus esculentus,Af,Tropical rainforest climate,94,1180,0.07966101694915254
3172407,Utricularia gibba,BSk,Cold semi-arid (steppe) climate,2,3260,6.134969325153375e-4
3152708,Abelmoschus esculentus,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,4,1180,0.003389830508474576
3152708,Abelmoschus esculentus,Dfa,Hot-summer humid continental climate,36,1180,0.030508474576271188
3152707,Abelmoschus esculentus,As,Tropical dry savanna climate,6,1180,0.005084745762711864
3152707,Abelmoschus esculentus,Csb,Warm-summer Mediterranean climate,4,1180,0.003389830508474576
3152707,Abelmoschus esculentus,Cfb,Temperate oceanic climate,5,1180,0.00423728813559322
3152707,Abelmoschus esculentus,Dfc,Subarctic climate,1,1180,8.47457627118644e-4
3172407,Utricularia gibba,Dsb,"Warm, dry-summer continental climate",3,3260,9.202453987730061e-4
3172296,Ligustrum obtusifolium,Dfb,Warm-summer humid continental climate,242,3655,0.06621067031463748
3172296,Ligustrum obtusifolium,Cfb,Temperate oceanic climate,12,3655,0.003283173734610123
6431296,Saccharum ravennae,Csa,Hot-summer Mediterranean climate,1142,2004,0.5698602794411177
2703919,Saccharum ravennae,BSk,Cold semi-arid (steppe) climate,583,2004,0.2909181636726547
2703919,Saccharum ravennae,Cfa,Humid subtropical climate,62,2004,0.03093812375249501
3172296,Ligustrum obtusifolium,Dwb,Monsoon-influenced warm-summer humid continental climate,9,3655,0.0024623803009575923
3682678,Ligustrum obtusifolium,Cfa,Humid subtropical climate,1391,3655,0.3805745554035568
3172296,Ligustrum obtusifolium,NA,NA,40,3655,0.01094391244870041
3172296,Ligustrum obtusifolium,Dwa,Monsoon-influenced hot-summer humid continental climate,730,3655,0.1997264021887825
3172296,Ligustrum obtusifolium,Dfa,Hot-summer humid continental climate,1013,3655,0.2771545827633379
3172296,Ligustrum obtusifolium,Cwa,Monsoon-influenced humid subtropical climate,205,3655,0.0560875512995896
6431296,Saccharum ravennae,Csb,Warm-summer Mediterranean climate,26,2004,0.012974051896207584
2703919,Saccharum ravennae,Cfb,Temperate oceanic climate,10,2004,0.00499001996007984
3172296,Ligustrum obtusifolium,Csb,Warm-summer Mediterranean climate,5,3655,0.0013679890560875513
2703919,Saccharum ravennae,BWh,Hot deserts climate,50,2004,0.0249500998003992
2703919,Saccharum ravennae,Dfa,Hot-summer humid continental climate,38,2004,0.018962075848303395
6431296,Saccharum ravennae,Cwa,Monsoon-influenced humid subtropical climate,2,2004,9.98003992015968e-4
2703919,Saccharum ravennae,Dsc,Dry-summer regular subarctic climate,2,2004,9.98003992015968e-4
2703919,Saccharum ravennae,Dsb,"Warm, dry-summer continental climate",4,2004,0.001996007984031936
2703919,Saccharum ravennae,BSh,Hot semi-arid (steppe) climate,13,2004,0.006487025948103792
5289885,Saccharum ravennae,Am,Tropical monsoon climate,3,2004,0.0014970059880239522
6431296,Saccharum ravennae,Aw,"Tropical savanna, wet",2,2004,9.98003992015968e-4
5289885,Saccharum ravennae,Dfb,Warm-summer humid continental climate,10,2004,0.00499001996007984
3172296,Ligustrum obtusifolium,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,1,3655,2.7359781121751026e-4
2703919,Saccharum ravennae,BWk,Cold desert climate,52,2004,0.02594810379241517
3172296,Ligustrum obtusifolium,BWk,Cold desert climate,1,3655,2.7359781121751026e-4
6431296,Saccharum ravennae,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,2,2004,9.98003992015968e-4
3172296,Ligustrum obtusifolium,BSk,Cold semi-arid (steppe) climate,1,3655,2.7359781121751026e-4
3172296,Ligustrum obtusifolium,Csa,Hot-summer Mediterranean climate,2,3655,5.471956224350205e-4
3172296,Ligustrum obtusifolium,BWh,Hot deserts climate,3,3655,8.207934336525308e-4
6431296,Saccharum ravennae,NA,NA,3,2004,0.0014970059880239522
3056055,Acalypha virginica,Cfb,Temperate oceanic climate,30,1295,0.023166023166023165
5274875,Marsilea quadrifolia,Dfb,Warm-summer humid continental climate,131,1744,0.07511467889908256
5274875,Marsilea quadrifolia,Cfb,Temperate oceanic climate,1086,1744,0.6227064220183486
3056055,Acalypha virginica,Dfa,Hot-summer humid continental climate,353,1295,0.2725868725868726
3056055,Acalypha virginica,Cfa,Humid subtropical climate,820,1295,0.6332046332046332
3056055,Acalypha virginica,Dfb,Warm-summer humid continental climate,79,1295,0.061003861003861
5274875,Marsilea quadrifolia,Cfa,Humid subtropical climate,326,1744,0.18692660550458715
5274875,Marsilea quadrifolia,Dfa,Hot-summer humid continental climate,45,1744,0.025802752293577983
3056055,Acalypha virginica,Dfc,Subarctic climate,4,1295,0.003088803088803089
5274875,Marsilea quadrifolia,Dwa,Monsoon-influenced hot-summer humid continental climate,21,1744,0.012041284403669725
5274875,Marsilea quadrifolia,Cwa,Monsoon-influenced humid subtropical climate,41,1744,0.023509174311926607
5274875,Marsilea quadrifolia,NA,NA,6,1744,0.0034403669724770644
5274875,Marsilea quadrifolia,Dfc,Subarctic climate,2,1744,0.0011467889908256881
5274875,Marsilea quadrifolia,Cfc,Subpolar oceanic climate,1,1744,5.733944954128441e-4
5274875,Marsilea quadrifolia,Csb,Warm-summer Mediterranean climate,12,1744,0.006880733944954129
3056055,Acalypha virginica,NA,NA,3,1295,0.0023166023166023165
5274875,Marsilea quadrifolia,Aw,"Tropical savanna, wet",11,1744,0.006307339449541285
5274875,Marsilea quadrifolia,Csa,Hot-summer Mediterranean climate,17,1744,0.00974770642201835
5274875,Marsilea quadrifolia,BSk,Cold semi-arid (steppe) climate,17,1744,0.00974770642201835
5274875,Marsilea quadrifolia,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,14,1744,0.008027522935779817
3056055,Acalypha virginica,BSk,Cold semi-arid (steppe) climate,1,1295,7.722007722007722e-4
5274875,Marsilea quadrifolia,Am,Tropical monsoon climate,8,1744,0.0045871559633027525
5274875,Marsilea quadrifolia,BWh,Hot deserts climate,2,1744,0.0011467889908256881
5274875,Marsilea quadrifolia,As,Tropical dry savanna climate,1,1744,5.733944954128441e-4
3056055,Acalypha virginica,Cfc,Subpolar oceanic climate,2,1295,0.0015444015444015444
3056055,Acalypha virginica,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,1,1295,7.722007722007722e-4
3056055,Acalypha virginica,Csb,Warm-summer Mediterranean climate,2,1295,0.0015444015444015444
5274875,Marsilea quadrifolia,BWk,Cold desert climate,1,1744,5.733944954128441e-4
5274875,Marsilea quadrifolia,Af,Tropical rainforest climate,2,1744,0.0011467889908256881
5345013,Astragalus penduliflorus,ET,Tundra,923,2961,0.31171901384667344
5345013,Astragalus penduliflorus,Dfc,Subarctic climate,1574,2961,0.5315771698750422
2974981,Vicia disperma,Cfb,Temperate oceanic climate,158,1697,0.09310548025928109
2974981,Vicia disperma,NA,NA,55,1697,0.03241013553329405
2974981,Vicia disperma,Csa,Hot-summer Mediterranean climate,1190,1697,0.7012374779021803
2974981,Vicia disperma,Csb,Warm-summer Mediterranean climate,213,1697,0.12551561579257514
5345013,Astragalus penduliflorus,Cfb,Temperate oceanic climate,212,2961,0.07159743329956096
5345013,Astragalus penduliflorus,Cfc,Subpolar oceanic climate,109,2961,0.03681188787571766
2974981,Vicia disperma,Cfa,Humid subtropical climate,21,1697,0.012374779021803181
5345013,Astragalus penduliflorus,Dfb,Warm-summer humid continental climate,139,2961,0.0469436001350895
2974981,Vicia disperma,BSk,Cold semi-arid (steppe) climate,47,1697,0.02769593400117855
2974981,Vicia disperma,BSh,Hot semi-arid (steppe) climate,3,1697,0.0017678255745433118
2974981,Vicia disperma,Aw,"Tropical savanna, wet",1,1697,5.892751915144372e-4
2974981,Vicia disperma,Dsb,"Warm, dry-summer continental climate",2,1697,0.0011785503830288745
5345013,Astragalus penduliflorus,Dwc,Monsoon-influenced subarctic climate,2,2961,6.754474839581223e-4
2974981,Vicia disperma,Dfb,Warm-summer humid continental climate,3,1697,0.0017678255745433118
2974981,Vicia disperma,BWh,Hot deserts climate,2,1697,0.0011785503830288745
5345013,Astragalus penduliflorus,Csa,Hot-summer Mediterranean climate,1,2961,3.3772374197906115e-4
2974981,Vicia disperma,Dfc,Subarctic climate,2,1697,0.0011785503830288745
5345013,Astragalus penduliflorus,Csb,Warm-summer Mediterranean climate,1,2961,3.3772374197906115e-4
5356937,Lotus cytisoides,Csa,Hot-summer Mediterranean climate,1399,2170,0.6447004608294931
5356937,Lotus cytisoides,NA,NA,530,2170,0.24423963133640553
5356937,Lotus cytisoides,BSk,Cold semi-arid (steppe) climate,70,2170,0.03225806451612903
5830619,Dolichandra unguis-cati,Cfa,Humid subtropical climate,1346,3454,0.38969310943833235
5830619,Dolichandra unguis-cati,Cfb,Temperate oceanic climate,125,3454,0.03618992472495657
5830619,Dolichandra unguis-cati,BSh,Hot semi-arid (steppe) climate,130,3454,0.03763752171395483
5356937,Lotus cytisoides,Csb,Warm-summer Mediterranean climate,150,2170,0.06912442396313365
5415074,Dolichandra unguis-cati,NA,NA,185,3454,0.05356108859293573
5830619,Dolichandra unguis-cati,Cwa,Monsoon-influenced humid subtropical climate,127,3454,0.03676896352055588
5415074,Dolichandra unguis-cati,Af,Tropical rainforest climate,201,3454,0.058193398957730166
5830619,Dolichandra unguis-cati,Aw,"Tropical savanna, wet",889,3454,0.25738274464389116
5356937,Lotus cytisoides,Cfb,Temperate oceanic climate,7,2170,0.0032258064516129032
5415074,Dolichandra unguis-cati,As,Tropical dry savanna climate,31,3454,0.00897510133178923
5415074,Dolichandra unguis-cati,Am,Tropical monsoon climate,259,3454,0.07498552403011002
5415074,Dolichandra unguis-cati,Csa,Hot-summer Mediterranean climate,33,3454,0.009554140127388535
5830619,Dolichandra unguis-cati,BSk,Cold semi-arid (steppe) climate,29,3454,0.008396062536189925
5415074,Dolichandra unguis-cati,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,55,3454,0.01592356687898089
3172482,Dolichandra unguis-cati,BWh,Hot deserts climate,35,3454,0.01013317892298784
5415074,Dolichandra unguis-cati,ET,Tundra,1,3454,2.8951939779965256e-4
5356937,Lotus cytisoides,BSh,Hot semi-arid (steppe) climate,6,2170,0.0027649769585253456
5830619,Dolichandra unguis-cati,Csb,Warm-summer Mediterranean climate,8,3454,0.0023161551823972205
5356937,Lotus cytisoides,BWh,Hot deserts climate,2,2170,9.216589861751152e-4
5356937,Lotus cytisoides,Cfa,Humid subtropical climate,4,2170,0.0018433179723502304
5356937,Lotus cytisoides,BWk,Cold desert climate,2,2170,9.216589861751152e-4
3092691,Soliva sessilis,Cfb,Temperate oceanic climate,861,3052,0.28211009174311924
3092691,Soliva sessilis,Csa,Hot-summer Mediterranean climate,123,3052,0.040301441677588465
3092691,Soliva sessilis,Cfa,Humid subtropical climate,1523,3052,0.4990170380078637
3092691,Soliva sessilis,Csb,Warm-summer Mediterranean climate,402,3052,0.13171690694626476
3092691,Soliva sessilis,NA,NA,30,3052,0.009829619921363041
3092691,Soliva sessilis,BSk,Cold semi-arid (steppe) climate,60,3052,0.019659239842726082
3092691,Soliva sessilis,Cwa,Monsoon-influenced humid subtropical climate,16,3052,0.005242463958060288
3092691,Soliva sessilis,BSh,Hot semi-arid (steppe) climate,25,3052,0.0081913499344692
3092691,Soliva sessilis,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,6,3052,0.001965923984272608
3092691,Soliva sessilis,BWk,Cold desert climate,1,3052,3.27653997378768e-4
3092691,Soliva sessilis,Dfb,Warm-summer humid continental climate,1,3052,3.27653997378768e-4
3092691,Soliva sessilis,Am,Tropical monsoon climate,1,3052,3.27653997378768e-4
3092691,Soliva sessilis,BWh,Hot deserts climate,1,3052,3.27653997378768e-4
3092691,Soliva sessilis,Aw,"Tropical savanna, wet",1,3052,3.27653997378768e-4
3092691,Soliva sessilis,Dfc,Subarctic climate,1,3052,3.27653997378768e-4
2977292,Ononis mitissima,Csa,Hot-summer Mediterranean climate,417,690,0.6043478260869565
2977292,Ononis mitissima,Csb,Warm-summer Mediterranean climate,36,690,0.05217391304347826
2925777,Heliotropium supinum,Csb,Warm-summer Mediterranean climate,64,1837,0.03483941208492107
