taxonKey,acceptedScientificName,Classification,Description,n_climate,n_totaal,perc_climate
3134183,Delairea odorata,Af,Tropical rainforest climate,5,5755,8.688097306689834e-4
3134183,Delairea odorata,Am,Tropical monsoon climate,1,5755,1.737619461337967e-4
3134183,Delairea odorata,Cfc,Subpolar oceanic climate,1,5755,1.737619461337967e-4
3134183,Delairea odorata,Cwa,Monsoon-influenced humid subtropical climate,2,5755,3.475238922675934e-4
3134183,Delairea odorata,BSh,Hot semi-arid (steppe) climate,24,5755,0.004170286707211121
3134183,Delairea odorata,Dfb,Warm-summer humid continental climate,8,5755,0.0013900955690703736
5348633,Coronilla valentina,BSh,Hot semi-arid (steppe) climate,1,2734,3.65764447695684e-4
3134183,Delairea odorata,ET,Tundra,1,5755,1.737619461337967e-4
3134183,Delairea odorata,BWh,Hot deserts climate,1,5755,1.737619461337967e-4
3134183,Delairea odorata,Dsa,"Hot, dry-summer continental climate",1,5755,1.737619461337967e-4
3134183,Delairea odorata,BWk,Cold desert climate,1,5755,1.737619461337967e-4
5348633,Coronilla valentina,Dfb,Warm-summer humid continental climate,4,2734,0.001463057790782736
3134183,Delairea odorata,Dfc,Subarctic climate,1,5755,1.737619461337967e-4
2975768,Tamarindus indica,Aw,"Tropical savanna, wet",3177,4935,0.6437689969604863
7314246,Paronychia kapela,Cfb,Temperate oceanic climate,1035,2418,0.4280397022332506
2975768,Tamarindus indica,Am,Tropical monsoon climate,322,4935,0.06524822695035461
8062880,Paronychia kapela,Cfc,Subpolar oceanic climate,73,2418,0.030190239867659223
8062880,Paronychia kapela,Dfc,Subarctic climate,524,2418,0.21670802315963605
8062880,Paronychia kapela,Csb,Warm-summer Mediterranean climate,272,2418,0.11248966087675766
7314246,Paronychia kapela,Csa,Hot-summer Mediterranean climate,121,2418,0.0500413564929694
2975768,Tamarindus indica,Af,Tropical rainforest climate,228,4935,0.046200607902735565
2975768,Tamarindus indica,Cwa,Monsoon-influenced humid subtropical climate,90,4935,0.0182370820668693
2975768,Tamarindus indica,BSh,Hot semi-arid (steppe) climate,671,4935,0.13596757852077002
2975768,Tamarindus indica,Cfa,Humid subtropical climate,67,4935,0.013576494427558258
2975768,Tamarindus indica,NA,NA,148,4935,0.02998986828774063
2975768,Tamarindus indica,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,36,4935,0.00729483282674772
2975768,Tamarindus indica,BWh,Hot deserts climate,104,4935,0.021073961499493414
2975768,Tamarindus indica,As,Tropical dry savanna climate,42,4935,0.00851063829787234
2975768,Tamarindus indica,Cfb,Temperate oceanic climate,22,4935,0.004457953394123607
8062880,Paronychia kapela,Dfb,Warm-summer humid continental climate,247,2418,0.10215053763440861
7314246,Paronychia kapela,Cfa,Humid subtropical climate,30,2418,0.01240694789081886
2975768,Tamarindus indica,Csa,Hot-summer Mediterranean climate,4,4935,8.105369807497467e-4
2975768,Tamarindus indica,Csb,Warm-summer Mediterranean climate,1,4935,2.0263424518743666e-4
2975768,Tamarindus indica,Dfa,Hot-summer humid continental climate,12,4935,0.0024316109422492403
2975768,Tamarindus indica,BWk,Cold desert climate,3,4935,6.079027355623101e-4
2975768,Tamarindus indica,BSk,Cold semi-arid (steppe) climate,3,4935,6.079027355623101e-4
7314246,Paronychia kapela,BSk,Cold semi-arid (steppe) climate,42,2418,0.017369727047146403
7314246,Paronychia kapela,ET,Tundra,73,2418,0.030190239867659223
2975768,Tamarindus indica,Dfc,Subarctic climate,4,4935,8.105369807497467e-4
2975768,Tamarindus indica,Dwa,Monsoon-influenced hot-summer humid continental climate,1,4935,2.0263424518743666e-4
7314246,Paronychia kapela,BWk,Cold desert climate,1,2418,4.1356492969396195e-4
3169315,Cyclamen purpurascens,Cfb,Temperate oceanic climate,1317,4135,0.3185006045949214
3169315,Cyclamen purpurascens,ET,Tundra,48,4135,0.011608222490931077
3082279,Ceratostigma plumbaginoides,Cfb,Temperate oceanic climate,3954,6235,0.6341619887730553
3082279,Ceratostigma plumbaginoides,Cwa,Monsoon-influenced humid subtropical climate,10,6235,0.0016038492381716118
3169315,Cyclamen purpurascens,Dfb,Warm-summer humid continental climate,2461,4135,0.5951632406287787
3169315,Cyclamen purpurascens,Dfc,Subarctic climate,174,4135,0.042079806529625154
3082279,Ceratostigma plumbaginoides,Cfa,Humid subtropical climate,834,6235,0.13376102646351243
3082279,Ceratostigma plumbaginoides,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,6,6235,9.623095429029671e-4
3082279,Ceratostigma plumbaginoides,Csa,Hot-summer Mediterranean climate,890,6235,0.14274258219727345
3082279,Ceratostigma plumbaginoides,BSk,Cold semi-arid (steppe) climate,38,6235,0.006094627105052125
3082279,Ceratostigma plumbaginoides,Csb,Warm-summer Mediterranean climate,70,6235,0.011226944667201283
3082279,Ceratostigma plumbaginoides,Dwa,Monsoon-influenced hot-summer humid continental climate,1,6235,1.6038492381716118e-4
3082279,Ceratostigma plumbaginoides,Dfb,Warm-summer humid continental climate,400,6235,0.06415396952686447
3169315,Cyclamen purpurascens,Cfc,Subpolar oceanic climate,6,4135,0.0014510278113663846
3169315,Cyclamen purpurascens,Cfa,Humid subtropical climate,118,4135,0.02853688029020556
3169315,Cyclamen purpurascens,Csb,Warm-summer Mediterranean climate,3,4135,7.255139056831923e-4
3082279,Ceratostigma plumbaginoides,Dfa,Hot-summer humid continental climate,14,6235,0.0022453889334402566
3082279,Ceratostigma plumbaginoides,BWk,Cold desert climate,2,6235,3.2076984763432237e-4
3082279,Ceratostigma plumbaginoides,Dfc,Subarctic climate,11,6235,0.001764234161988773
3169315,Cyclamen purpurascens,Dfa,Hot-summer humid continental climate,1,4135,2.418379685610641e-4
3082279,Ceratostigma plumbaginoides,ET,Tundra,2,6235,3.2076984763432237e-4
3169315,Cyclamen purpurascens,Csa,Hot-summer Mediterranean climate,5,4135,0.0012091898428053204
3169315,Cyclamen purpurascens,BSk,Cold semi-arid (steppe) climate,2,4135,4.836759371221282e-4
3082279,Ceratostigma plumbaginoides,NA,NA,2,6235,3.2076984763432237e-4
3082279,Ceratostigma plumbaginoides,BWh,Hot deserts climate,1,6235,1.6038492381716118e-4
3083508,Anredera cordifolia,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,98,4945,0.019817997977755308
3083508,Anredera cordifolia,Cfa,Humid subtropical climate,1922,4945,0.388675429726997
3083508,Anredera cordifolia,Cfb,Temperate oceanic climate,895,4945,0.18099089989888775
3083508,Anredera cordifolia,Aw,"Tropical savanna, wet",80,4945,0.016177957532861477
3083508,Anredera cordifolia,Af,Tropical rainforest climate,28,4945,0.005662285136501517
3083508,Anredera cordifolia,NA,NA,255,4945,0.05156723963599596
3083508,Anredera cordifolia,Csb,Warm-summer Mediterranean climate,266,4945,0.053791708796764405
3083508,Anredera cordifolia,BSh,Hot semi-arid (steppe) climate,48,4945,0.009706774519716885
4160774,Anredera cordifolia,Csa,Hot-summer Mediterranean climate,794,4945,0.16056622851365016
3083508,Anredera cordifolia,BSk,Cold semi-arid (steppe) climate,169,4945,0.03417593528816987
3083508,Anredera cordifolia,Cwa,Monsoon-influenced humid subtropical climate,311,4945,0.062891809908999
3083508,Anredera cordifolia,Am,Tropical monsoon climate,55,4945,0.011122345803842264
3083508,Anredera cordifolia,BWk,Cold desert climate,4,4945,8.088978766430738e-4
3083508,Anredera cordifolia,Dfc,Subarctic climate,11,4945,0.002224469160768453
3083508,Anredera cordifolia,BWh,Hot deserts climate,6,4945,0.0012133468149646107
3083508,Anredera cordifolia,Dfa,Hot-summer humid continental climate,1,4945,2.0222446916076846e-4
3083508,Anredera cordifolia,ET,Tundra,2,4945,4.044489383215369e-4
5298019,Iris versicolor,Cfa,Humid subtropical climate,141,5506,0.025608427170359608
5562956,Linaria arvensis,Cfb,Temperate oceanic climate,965,2257,0.42755870624723086
5562956,Linaria arvensis,Csb,Warm-summer Mediterranean climate,88,2257,0.03898980948161276
5298019,Iris versicolor,Dfb,Warm-summer humid continental climate,4167,5506,0.7568107519070105
5298019,Iris versicolor,Dfc,Subarctic climate,320,5506,0.05811841627315656
5298019,Iris versicolor,Dfa,Hot-summer humid continental climate,610,5506,0.11078823102070469
5298019,Iris versicolor,NA,NA,51,5506,0.009262622593534326
5562956,Linaria arvensis,Csa,Hot-summer Mediterranean climate,455,2257,0.20159503766061143
5298019,Iris versicolor,Cfb,Temperate oceanic climate,197,5506,0.035779150018162
5562956,Linaria arvensis,Dfb,Warm-summer humid continental climate,45,2257,0.01993797075764289
5298019,Iris versicolor,BWk,Cold desert climate,1,5506,1.8162005085361425e-4
5298019,Iris versicolor,ET,Tundra,2,5506,3.632401017072285e-4
5562956,Linaria arvensis,Cfa,Humid subtropical climate,436,2257,0.19317678334071778
5562956,Linaria arvensis,BSh,Hot semi-arid (steppe) climate,77,2257,0.034116083296411165
5562956,Linaria arvensis,BSk,Cold semi-arid (steppe) climate,155,2257,0.06867523260965884
5562956,Linaria arvensis,NA,NA,12,2257,0.005316792202038104
5298019,Iris versicolor,Csb,Warm-summer Mediterranean climate,5,5506,9.081002542680712e-4
5562956,Linaria arvensis,Dfc,Subarctic climate,12,2257,0.005316792202038104
5298019,Iris versicolor,Cfc,Subpolar oceanic climate,4,5506,7.26480203414457e-4
5298019,Iris versicolor,BSk,Cold semi-arid (steppe) climate,5,5506,9.081002542680712e-4
5298019,Iris versicolor,EF,Ice cap climate,1,5506,1.8162005085361425e-4
5298019,Iris versicolor,Dsb,"Warm, dry-summer continental climate",1,5506,1.8162005085361425e-4
5562956,Linaria arvensis,BWh,Hot deserts climate,3,2257,0.001329198050509526
5562956,Linaria arvensis,BWk,Cold desert climate,6,2257,0.002658396101019052
5562956,Linaria arvensis,Dsb,"Warm, dry-summer continental climate",3,2257,0.001329198050509526
5298019,Iris versicolor,Csa,Hot-summer Mediterranean climate,1,5506,1.8162005085361425e-4
2891583,Geranium sibiricum,Cfb,Temperate oceanic climate,65,4784,0.01358695652173913
2891583,Geranium sibiricum,Cfa,Humid subtropical climate,92,4784,0.019230769230769232
2891583,Geranium sibiricum,Dfb,Warm-summer humid continental climate,3178,4784,0.6642976588628763
2891583,Geranium sibiricum,Cwa,Monsoon-influenced humid subtropical climate,67,4784,0.014005016722408026
2891583,Geranium sibiricum,Dwc,Monsoon-influenced subarctic climate,396,4784,0.08277591973244147
2891583,Geranium sibiricum,Dwa,Monsoon-influenced hot-summer humid continental climate,261,4784,0.05455685618729097
2891583,Geranium sibiricum,Dwb,Monsoon-influenced warm-summer humid continental climate,156,4784,0.03260869565217391
2891583,Geranium sibiricum,Dfa,Hot-summer humid continental climate,164,4784,0.034280936454849496
2891583,Geranium sibiricum,Dfc,Subarctic climate,259,4784,0.05413879598662207
2891583,Geranium sibiricum,Dsb,"Warm, dry-summer continental climate",4,4784,8.361204013377926e-4
2891583,Geranium sibiricum,ET,Tundra,43,4784,0.00898829431438127
2891583,Geranium sibiricum,NA,NA,18,4784,0.003762541806020067
2891583,Geranium sibiricum,BSk,Cold semi-arid (steppe) climate,37,4784,0.007734113712374582
2891583,Geranium sibiricum,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,24,4784,0.005016722408026756
2891583,Geranium sibiricum,BWk,Cold desert climate,5,4784,0.0010451505016722408
2891583,Geranium sibiricum,Cfc,Subpolar oceanic climate,2,4784,4.180602006688963e-4
2891583,Geranium sibiricum,Csa,Hot-summer Mediterranean climate,4,4784,8.361204013377926e-4
2891583,Geranium sibiricum,Dfd,Extremely cold subarctic climate,6,4784,0.001254180602006689
2891583,Geranium sibiricum,Csb,Warm-summer Mediterranean climate,3,4784,6.270903010033445e-4
3176743,Eucalyptus robusta,Cfb,Temperate oceanic climate,294,3956,0.0743174924165824
3176743,Eucalyptus robusta,Cfa,Humid subtropical climate,3413,3956,0.8627401415571284
2891772,Impatiens walleriana,Af,Tropical rainforest climate,505,5223,0.09668772735975494
3176743,Eucalyptus robusta,Cwa,Monsoon-influenced humid subtropical climate,21,3956,0.005308392315470172
3176743,Eucalyptus robusta,Csb,Warm-summer Mediterranean climate,23,3956,0.005813953488372093
3176743,Eucalyptus robusta,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,24,3956,0.006066734074823054
2891772,Impatiens walleriana,Cfa,Humid subtropical climate,1563,5223,0.29925330269959793
2891772,Impatiens walleriana,NA,NA,32,5223,0.006126747080222095
3176743,Eucalyptus robusta,NA,NA,28,3956,0.007077856420626896
3176743,Eucalyptus robusta,BSk,Cold semi-arid (steppe) climate,4,3956,0.0010111223458038423
2891772,Impatiens walleriana,Aw,"Tropical savanna, wet",1009,5223,0.1931839938732529
2891772,Impatiens walleriana,Am,Tropical monsoon climate,468,5223,0.08960367604824813
2891772,Impatiens walleriana,Cwa,Monsoon-influenced humid subtropical climate,426,5223,0.08156232050545663
2891772,Impatiens walleriana,Cfb,Temperate oceanic climate,625,5223,0.11966302891058779
3176743,Eucalyptus robusta,Aw,"Tropical savanna, wet",65,3956,0.016430738119312435
2891772,Impatiens walleriana,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,343,5223,0.06567107026613057
2891772,Impatiens walleriana,Csa,Hot-summer Mediterranean climate,41,5223,0.007849894696534559
3176743,Eucalyptus robusta,Csa,Hot-summer Mediterranean climate,31,3956,0.007836198179979777
3176743,Eucalyptus robusta,Af,Tropical rainforest climate,36,3956,0.00910010111223458
3176743,Eucalyptus robusta,Dfa,Hot-summer humid continental climate,3,3956,7.583417593528817e-4
3176743,Eucalyptus robusta,Am,Tropical monsoon climate,13,3956,0.0032861476238624874
2891772,Impatiens walleriana,As,Tropical dry savanna climate,11,5223,0.002106069308826345
2891772,Impatiens walleriana,Dfc,Subarctic climate,2,5223,3.829216925138809e-4
2891772,Impatiens walleriana,BSh,Hot semi-arid (steppe) climate,48,5223,0.009190120620333142
2891772,Impatiens walleriana,Csb,Warm-summer Mediterranean climate,49,5223,0.009381581466590082
2891772,Impatiens walleriana,Dfb,Warm-summer humid continental climate,23,5223,0.0044035994639096306
2891772,Impatiens walleriana,Dfa,Hot-summer humid continental climate,27,5223,0.005169442848937392
2891772,Impatiens walleriana,BSk,Cold semi-arid (steppe) climate,26,5223,0.004977982002680452
2891772,Impatiens walleriana,ET,Tundra,12,5223,0.0022975301550832855
2891772,Impatiens walleriana,Dwa,Monsoon-influenced hot-summer humid continental climate,4,5223,7.658433850277618e-4
2891772,Impatiens walleriana,BWh,Hot deserts climate,8,5223,0.0015316867700555237
2891772,Impatiens walleriana,Dwb,Monsoon-influenced warm-summer humid continental climate,1,5223,1.9146084625694046e-4
3176743,Eucalyptus robusta,BWh,Hot deserts climate,1,3956,2.527805864509606e-4
2946519,Clitoria ternatea,Aw,"Tropical savanna, wet",1861,4591,0.4053583097364409
2946519,Clitoria ternatea,Cfa,Humid subtropical climate,125,4591,0.027227183620126334
7224930,Clitoria ternatea,BSh,Hot semi-arid (steppe) climate,562,4591,0.12241341755608799
2946519,Clitoria ternatea,Af,Tropical rainforest climate,767,4591,0.16706599869309519
2946519,Clitoria ternatea,Am,Tropical monsoon climate,585,4591,0.12742321934219125
2946519,Clitoria ternatea,NA,NA,92,4591,0.02003920714441298
2946519,Clitoria ternatea,As,Tropical dry savanna climate,26,4591,0.0056632541929862775
2946519,Clitoria ternatea,Cwa,Monsoon-influenced humid subtropical climate,451,4591,0.09823567850141582
2946519,Clitoria ternatea,Cfb,Temperate oceanic climate,10,4591,0.0021781746896101066
2946519,Clitoria ternatea,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,12,4591,0.002613809627532128
2946519,Clitoria ternatea,Csa,Hot-summer Mediterranean climate,4,4591,8.712698758440427e-4
2946519,Clitoria ternatea,BWh,Hot deserts climate,91,4591,0.01982138967545197
2946519,Clitoria ternatea,Dfb,Warm-summer humid continental climate,1,4591,2.1781746896101068e-4
2946519,Clitoria ternatea,Dfa,Hot-summer humid continental climate,3,4591,6.53452406883032e-4
2946519,Clitoria ternatea,Dwa,Monsoon-influenced hot-summer humid continental climate,1,4591,2.1781746896101068e-4
4209402,Eriophyllum lanatum,Csb,Warm-summer Mediterranean climate,2826,4702,0.6010208421948107
4209402,Eriophyllum lanatum,Csa,Hot-summer Mediterranean climate,697,4702,0.14823479370480647
8100050,Paspalum vaginatum,Aw,"Tropical savanna, wet",1005,2944,0.3413722826086957
8100050,Paspalum vaginatum,Cfa,Humid subtropical climate,405,2944,0.1375679347826087
4209369,Eriophyllum lanatum,Dsb,"Warm, dry-summer continental climate",365,4702,0.07762654189706508
3130472,Eriophyllum lanatum,BSk,Cold semi-arid (steppe) climate,274,4702,0.05827307528711187
8100050,Paspalum vaginatum,Af,Tropical rainforest climate,90,2944,0.030570652173913044
3130472,Eriophyllum lanatum,Dfb,Warm-summer humid continental climate,68,4702,0.01446193109315185
8100050,Paspalum vaginatum,Csa,Hot-summer Mediterranean climate,188,2944,0.06385869565217392
8100050,Paspalum vaginatum,Am,Tropical monsoon climate,97,2944,0.03294836956521739
8100050,Paspalum vaginatum,NA,NA,214,2944,0.07269021739130435
10813839,Eriophyllum lanatum,Dsc,Dry-summer regular subarctic climate,213,4702,0.045299872394725646
8100050,Paspalum vaginatum,Cwa,Monsoon-influenced humid subtropical climate,53,2944,0.018002717391304348
3130472,Eriophyllum lanatum,Cfb,Temperate oceanic climate,118,4702,0.025095703955763504
8100050,Paspalum vaginatum,BSh,Hot semi-arid (steppe) climate,104,2944,0.035326086956521736
4209369,Eriophyllum lanatum,Dfc,Subarctic climate,73,4702,0.015525308379413016
3130472,Eriophyllum lanatum,BWk,Cold desert climate,32,4702,0.006805614632071459
3130472,Eriophyllum lanatum,BWh,Hot deserts climate,11,4702,0.002339430029774564
8100050,Paspalum vaginatum,Cfb,Temperate oceanic climate,220,2944,0.07472826086956522
8100050,Paspalum vaginatum,BSk,Cold semi-arid (steppe) climate,242,2944,0.08220108695652174
8100050,Paspalum vaginatum,Csb,Warm-summer Mediterranean climate,141,2944,0.04789402173913043
3130472,Eriophyllum lanatum,ET,Tundra,3,4702,6.380263717566993e-4
8100050,Paspalum vaginatum,BWh,Hot deserts climate,31,2944,0.010529891304347826
4209369,Eriophyllum lanatum,Dsa,"Hot, dry-summer continental climate",4,4702,8.507018290089324e-4
4209357,Eriophyllum lanatum,Cfa,Humid subtropical climate,3,4702,6.380263717566993e-4
8100050,Paspalum vaginatum,As,Tropical dry savanna climate,25,2944,0.008491847826086956
8100050,Paspalum vaginatum,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,7,2944,0.002377717391304348
3130472,Eriophyllum lanatum,Cfc,Subpolar oceanic climate,3,4702,6.380263717566993e-4
3130472,Eriophyllum lanatum,BSh,Hot semi-arid (steppe) climate,4,4702,8.507018290089324e-4
8100050,Paspalum vaginatum,BWk,Cold desert climate,122,2944,0.041440217391304345
3130472,Eriophyllum lanatum,NA,NA,8,4702,0.0017014036580178648
7886077,Linaria pelisseriana,Cfb,Temperate oceanic climate,1094,2798,0.3909935668334525
2974988,Vicia pisiformis,Cfb,Temperate oceanic climate,1303,2818,0.4623846699787083
2974988,Vicia pisiformis,Dfb,Warm-summer humid continental climate,1437,2818,0.5099361249112846
7886077,Linaria pelisseriana,Csa,Hot-summer Mediterranean climate,945,2798,0.33774124374553255
2974988,Vicia pisiformis,ET,Tundra,32,2818,0.0113555713271824
7886077,Linaria pelisseriana,Cfa,Humid subtropical climate,310,2798,0.11079342387419586
7886077,Linaria pelisseriana,Csb,Warm-summer Mediterranean climate,226,2798,0.08077197998570407
2974988,Vicia pisiformis,Cfa,Humid subtropical climate,1,2818,3.5486160397445e-4
2974988,Vicia pisiformis,Dfa,Hot-summer humid continental climate,30,2818,0.0106458481192335
7886077,Linaria pelisseriana,NA,NA,116,2798,0.04145818441744103
7886077,Linaria pelisseriana,BSk,Cold semi-arid (steppe) climate,102,2798,0.036454610436025735
2974988,Vicia pisiformis,NA,NA,1,2818,3.5486160397445e-4
2974988,Vicia pisiformis,Dfc,Subarctic climate,11,2818,0.0039034776437189495
2974988,Vicia pisiformis,Dwb,Monsoon-influenced warm-summer humid continental climate,1,2818,3.5486160397445e-4
2974988,Vicia pisiformis,BSk,Cold semi-arid (steppe) climate,2,2818,7.097232079489e-4
7886077,Linaria pelisseriana,Dfb,Warm-summer humid continental climate,4,2798,0.0014295925661186562
7886077,Linaria pelisseriana,Dfc,Subarctic climate,1,2798,3.5739814152966406e-4
3172071,Veronica opaca,Cfb,Temperate oceanic climate,1467,3010,0.48737541528239203
3172071,Veronica opaca,Dfb,Warm-summer humid continental climate,1440,3010,0.47840531561461797
3796668,Casuarina equisetifolia,Cfa,Humid subtropical climate,660,4047,0.16308376575240918
3796668,Casuarina equisetifolia,Cfb,Temperate oceanic climate,86,4047,0.02125030887076847
7266307,Casuarina equisetifolia,Aw,"Tropical savanna, wet",1123,4047,0.277489498393872
7266307,Casuarina equisetifolia,Af,Tropical rainforest climate,616,4047,0.15221151470224858
7266307,Casuarina equisetifolia,NA,NA,414,4047,0.10229799851742032
2891930,Casuarina equisetifolia,Am,Tropical monsoon climate,385,4047,0.09513219668890537
3172071,Veronica opaca,Dfc,Subarctic climate,59,3010,0.019601328903654486
3172071,Veronica opaca,NA,NA,35,3010,0.011627906976744186
2891930,Casuarina equisetifolia,As,Tropical dry savanna climate,23,4047,0.005683222139856684
2891930,Casuarina equisetifolia,Csa,Hot-summer Mediterranean climate,78,4047,0.01927353595255745
2891930,Casuarina equisetifolia,Cwa,Monsoon-influenced humid subtropical climate,271,4047,0.06696318260439832
3172071,Veronica opaca,ET,Tundra,1,3010,3.322259136212625e-4
3172071,Veronica opaca,Dsb,"Warm, dry-summer continental climate",2,3010,6.64451827242525e-4
2891930,Casuarina equisetifolia,BSh,Hot semi-arid (steppe) climate,135,4047,0.033358042994810974
2891930,Casuarina equisetifolia,Csb,Warm-summer Mediterranean climate,36,4047,0.008895478131949592
2891930,Casuarina equisetifolia,BWh,Hot deserts climate,97,4047,0.023968371633308623
3172071,Veronica opaca,Csa,Hot-summer Mediterranean climate,5,3010,0.0016611295681063123
2891930,Casuarina equisetifolia,BSk,Cold semi-arid (steppe) climate,53,4047,0.01309612058314801
2891930,Casuarina equisetifolia,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,67,4047,0.016555473190017298
2891930,Casuarina equisetifolia,BWk,Cold desert climate,2,4047,4.941932295527551e-4
2891930,Casuarina equisetifolia,ET,Tundra,1,4047,2.4709661477637757e-4
3172071,Veronica opaca,Csb,Warm-summer Mediterranean climate,1,3010,3.322259136212625e-4
5361010,Oxytropis pilosa,Dfb,Warm-summer humid continental climate,1936,3188,0.6072772898368883
3884879,Phlomoides tuberosa,Dfb,Warm-summer humid continental climate,2609,4366,0.597572148419606
5361010,Oxytropis pilosa,Cfb,Temperate oceanic climate,337,3188,0.10570890840652447
5361010,Oxytropis pilosa,ET,Tundra,210,3188,0.06587202007528231
5361010,Oxytropis pilosa,Dfc,Subarctic climate,428,3188,0.1342534504391468
2927451,Phlomoides tuberosa,Cfb,Temperate oceanic climate,19,4366,0.004351809436555199
5361010,Oxytropis pilosa,Cfc,Subpolar oceanic climate,40,3188,0.012547051442910916
2927451,Phlomoides tuberosa,Cfa,Humid subtropical climate,31,4366,0.007100320659642693
3884879,Phlomoides tuberosa,Dfc,Subarctic climate,654,4366,0.14979386165826844
5361010,Oxytropis pilosa,Dfa,Hot-summer humid continental climate,76,3188,0.02383939774153074
2927451,Phlomoides tuberosa,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,2,4366,4.580852038479157e-4
5361010,Oxytropis pilosa,NA,NA,5,3188,0.0015683814303638645
3884879,Phlomoides tuberosa,Dsa,"Hot, dry-summer continental climate",2,4366,4.580852038479157e-4
3884879,Phlomoides tuberosa,Dfa,Hot-summer humid continental climate,177,4366,0.04054054054054054
3884879,Phlomoides tuberosa,Dwc,Monsoon-influenced subarctic climate,614,4366,0.14063215758131012
3884879,Phlomoides tuberosa,Dfd,Extremely cold subarctic climate,14,4366,0.00320659642693541
5361010,Oxytropis pilosa,BSk,Cold semi-arid (steppe) climate,74,3188,0.023212045169385194
2927451,Phlomoides tuberosa,BSk,Cold semi-arid (steppe) climate,191,4366,0.04374713696747595
2927451,Phlomoides tuberosa,Dwa,Monsoon-influenced hot-summer humid continental climate,4,4366,9.161704076958314e-4
3884879,Phlomoides tuberosa,Dwb,Monsoon-influenced warm-summer humid continental climate,34,4366,0.007787448465414567
3884879,Phlomoides tuberosa,Dsb,"Warm, dry-summer continental climate",3,4366,6.871278057718735e-4
5361010,Oxytropis pilosa,Dwb,Monsoon-influenced warm-summer humid continental climate,18,3188,0.0056461731493099125
5361010,Oxytropis pilosa,Dwc,Monsoon-influenced subarctic climate,48,3188,0.015056461731493099
2927451,Phlomoides tuberosa,Dwd,Monsoon-influenced extremely cold subarctic climate,2,4366,4.580852038479157e-4
2927451,Phlomoides tuberosa,ET,Tundra,7,4366,0.001603298213467705
2927451,Phlomoides tuberosa,Csa,Hot-summer Mediterranean climate,2,4366,4.580852038479157e-4
3884879,Phlomoides tuberosa,BWk,Cold desert climate,1,4366,2.2904260192395785e-4
5361010,Oxytropis pilosa,Cfa,Humid subtropical climate,8,3188,0.002509410288582183
11376233,Oxytropis pilosa,Csb,Warm-summer Mediterranean climate,4,3188,0.0012547051442910915
5361010,Oxytropis pilosa,Dfd,Extremely cold subarctic climate,2,3188,6.273525721455458e-4
5361010,Oxytropis pilosa,Aw,"Tropical savanna, wet",1,3188,3.136762860727729e-4
5361010,Oxytropis pilosa,Dsb,"Warm, dry-summer continental climate",1,3188,3.136762860727729e-4
2874497,Bryonia alba,Cfb,Temperate oceanic climate,972,2664,0.36486486486486486
2874497,Bryonia alba,Dfb,Warm-summer humid continental climate,1505,2664,0.56493993993994
2962831,Pithecellobium dulce,Aw,"Tropical savanna, wet",1804,3419,0.5276396607195086
2874497,Bryonia alba,ET,Tundra,7,2664,0.002627627627627628
2962831,Pithecellobium dulce,Am,Tropical monsoon climate,184,3419,0.05381690552793214
2962831,Pithecellobium dulce,Af,Tropical rainforest climate,270,3419,0.07897045919859608
2874497,Bryonia alba,Dfc,Subarctic climate,43,2664,0.01614114114114114
2962831,Pithecellobium dulce,As,Tropical dry savanna climate,128,3419,0.03743784732377888
2962831,Pithecellobium dulce,BSh,Hot semi-arid (steppe) climate,499,3419,0.14594910792629423
2962831,Pithecellobium dulce,BWh,Hot deserts climate,127,3419,0.03714536414156186
2874497,Bryonia alba,NA,NA,13,2664,0.00487987987987988
2962831,Pithecellobium dulce,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,67,3419,0.019596373208540508
2962831,Pithecellobium dulce,Cwa,Monsoon-influenced humid subtropical climate,188,3419,0.05498683825680024
2962831,Pithecellobium dulce,Cfb,Temperate oceanic climate,15,3419,0.004387247733255338
2874497,Bryonia alba,Dfa,Hot-summer humid continental climate,32,2664,0.012012012012012012
2962831,Pithecellobium dulce,NA,NA,65,3419,0.019011406844106463
2962831,Pithecellobium dulce,Csa,Hot-summer Mediterranean climate,34,3419,0.009944428195378765
2962831,Pithecellobium dulce,BSk,Cold semi-arid (steppe) climate,9,3419,0.0026323486399532025
2962831,Pithecellobium dulce,Cfa,Humid subtropical climate,22,3419,0.006434630008774495
2962831,Pithecellobium dulce,Csb,Warm-summer Mediterranean climate,7,3419,0.0020473822755191578
2874497,Bryonia alba,Cfa,Humid subtropical climate,13,2664,0.00487987987987988
2874497,Bryonia alba,BSk,Cold semi-arid (steppe) climate,46,2664,0.017267267267267267
2874497,Bryonia alba,Dsb,"Warm, dry-summer continental climate",18,2664,0.006756756756756757
2874497,Bryonia alba,BWk,Cold desert climate,1,2664,3.7537537537537537e-4
